Brand,Series,Title,Price,Memory,Storage
Dell,XPS Series,"Dell XPS 13 9315 (12th Gen Intel Core i7 1250U | 16GB RAM | 512GB SSD | Intel Iris Xe Graphics | 13.4"" FHD+ (1920 x 1200) Display | 1 Year Warranty)","रु 149,999.00",,
Gigabyte ,,"Gigabyte G5 MD ( Intel Core i5 - 11400H | 16GB RAM | 512 GB SSD NVIDIA RTX 3050Ti 4GB | 15.6"" FHD IPS Display)","रु 150,000.00",,
ASUS,ZenBook Series,[AI-Integrated] ASUS ZenBook 14 OLED UM3406H (AMD Ryzen 7 8840HS Processor | 16GB RAM | 512GB SSD | AMD Radeon™ Graphics | 14-inch 3K (2880 x 1800) 120Hz OLED Display | 2 Years ASUS Authorized Warranty),"रु 150,999.00",,
Acer,,"Acer Predator Helios 300 (Intel Core i7 - 11800H Processor | 16GB RAM | 1TB SSD | NVIDIA RTX 3060 Graphics| 15.6"" WQHD 165Hz Display)","रु 151,000.00",,
Acer,Predator Series,Acer Predator Helios Neo 16 (Intel Core i5 13500HX Processor | 16GB RAM | 512GB SSD | NVIDIA GeForce RTX 4050 6GB Graphics Card | 16-inch WUXGA (1920 x 1200) IPS 165Hz Display | 4-Zone RGB Keyboard),"रु 151,000.00",,
Acer,,"Acer Nitro 5 (AMD Ryzen 7 - 5800H Processor | 16GB RAM | 512GB SSD | NVIDIA RTX 3060 Graphics | 15.6"" FHD 144hz Display)","रु 152,000.00",,
Apple,,"Apple Macbook Air M2 2024 (13.6"" Liquid Retina Display | 16GB Unified Memory | 256GB SSD Storage | 8-Core CPU | 8-Core GPU | 1 Year Warranty)","रु 152,000.00",,
Acer,Nitro V Series,[2024 Model] Acer Nitro V 16 (AMD Ryzen 7 8845HS Processor | 16GB RAM | 512GB SSD | NVIDIA GeForce RTX 4060 8GB Graphics Card | 16-inch WUXGA (1920 x 1200) IPS 165Hz Display | AI-integrated | 1 Year Warranty),"रु 152,999.00",,
ACER,Nitro 5,"Acer Nitro 5 2022 (Intel Core i7 - 12700H Processor | 16GB RAM | 512GB SSD | NVIDIA RTX 3060 Graphics | 15.6"" FHD 144Hz Display)","रु 153,000.00",,
ACER,Nitro 5,"Acer Nitro 5 AN515-58 (Intel Core i7 - 12650H Processor | 16GB RAM | 512GB SSD | NVIDIA RTX 4050 Graphics | 15.6"" FHD 144Hz Display)","रु 154,000.00",,
HP,EliteBook Series,"HP EliteBook 645 G11 (AMD Ryzen 7 7735U Processor | 32GB RAM | 1TB SSD | AMD Radeon Graphics | 14"" WUXGA (1920 x 1200) IPS Display | Backlit Keyboard & Fingerprint Reader | Windows 11 Pro | 2 Years Warranty)","रु 154,999.00",,
Acer,Nitro V 15,Acer Nitro V 15 (13th Generation Intel Core i9 13900H Processor | 16GB RAM | 512GB SSD | NVIDIA GeForce RTX 4050 6GB Graphics Card | 15.6-inch FHD (1920 x 1080) 144Hz Display | 1 Year Warranty),"रु 154,999.00",,
Lenovo,LOQ Series,Lenovo LOQ 15ARP9 (AMD Ryzen 7 7435HS Processor | 24GB RAM | 1TB SSD | NVIDIA GeForce RTX 4060 8GB Graphics Card | 15.6-inch FHD (1920 x 1080) 144Hz Display | 1 Year Warranty),"रु 154,999.00",,
Lenovo,Gaming Laptop Series,Lenovo LOQ Gaming Laptop (AMD Ryzen 7 7840HS Processor | 16GB DDR5 RAM | 512GB Gen4 SSD | RTX 4050 6GB GDDR6 Graphics | 15.6-inch FHD (1920 x 1080) IPS 165Hz Display | Windows 11 Home | 2 Year Warranty),"रु 155,000.00",,
Apple,MacBook Air M1 Chipset,Apple MacBook Air (MacBook Air M1 Chipset | 16GB Unified Memory | 256GB SSD Storage | 13.3-inch LED-backlit Display | MacOS | Backlit Magic Keyboard | 1 Year Global Warranty),"रु 155,000.00",,
LENOVO,ThinkPad L14,"Lenovo ThinkPad L14 Gen 2 (Intel Core i7 - 1165G7 Processor | 16GB RAM | 512GB SSD | Intel Iris Xe Graphics | 14"" FHD Display)","रु 155,000.00",,
Acer,Gaming Series,Acer Predator Triton 300 SE (12th Gen Intel Core i7 12700H Processor | 16GB RAM | 512GB SSD | NVIDIA GeForce RTX 3060 6GB GDDR6 Graphics | 14-inch WUXGA (1920 x 1200) 165Hz Display | Fingerprint Reader | 1 Year Warranty),"रु 155,000.00",,
Acer,Swift Series,"[2024] Acer Swift Go 16 OLED (Intel Core Ultra 7 155H Processor | 16GB RAM | 1TB SSD | 16-inch 3.2K (WQXGA+, 3200 x 2000) OLED 120Hz Display | Intel Arc Graphics | 2 Years Warranty | AI-integrated)","रु 155,999.00",,
Acer,Nitro Series,Acer Nitro 16 Gaming Laptop (AMD Ryzen 7 8845HS Processor | 16GB RAM | 512GB SSD | NVIDIA GeForce RTX 4060 8GB Graphics | 16-inch WUXGA (1920 x 1200) 165Hz IPS Display | 4-Zone RGB Keyboard | 1 Year Warranty),"रु 156,999.00",16GB DDR5 RAM,512GB PCIe NVMe M.2 SSD
Asus,,"Asus ROG Strix G15 2022 G513RC (AMD Ryzen 7 6800H Processor | 16GB RAM | 512GB SSD | NVIDIA RTX 3050 Graphics | 15.6"" FHD 144Hz Display)","रु 157,000.00",,
Acer,Nitro Series,"Acer Nitro 5 AN515-58-97QP Gaming Laptop (Intel Core i9 12900H Processor | 16GB RAM | 512GB SSD | NVIDIA GeForce RTX 4060 8GB Graphics Card | 15.6"" FHD 144Hz Display)","रु 157,000.00",,
Acer,Nitro Series,Acer Nitro 16 (AMD Ryzen 7 7840H Processor | 16GB RAM | 512GB SSD | NVIDIA GeForce RTX 4060 8GB Graphics Card | 16-inch WUXGA (1920 x 1200) IPS 165Hz Display | 4-Zone RGB Keyboard),"रु 157,000.00",,
Apple,MacBook Air,"MacBook Air M3 2024 (13.6"" (2560 x 1664) Liquid Retina Display | 16GB Memory | 256GB Storage | 8-core GPU, 8-core CPU | 16-core Neural Engine | MagSafe 3 Charging | Wi-Fi 6E & BT 5.3 | MacOS | 1 Year Warranty)","रु 158,999.00",,
Asus,,"ASUS TUF Gaming A15 FA507 (AMD Ryzen 7 7435HS Processor | 16GB RAM | 512GB SSD | NVIDIA RTX 4050 6GB Graphics Card | 15.6"" FHD 144Hz Display)","रु 159,999.00",,
MSI,KATANA,"MSI Katana 15 B13VFK (13th Generation Intel Core i7 13620H Processor | 16GB RAM | 1TB SSD | NVIDIA RTX 4060 8GB Graphics | 15.6"" FHD (1920 x 1080) 144Hz Display)","रु 159,999.00",,
Lenovo,LOQ Series,Lenovo LOQ 15ARP9 (AMD Ryzen 7 7435HS Processor | 16GB RAM | 512GB SSD | NVIDIA GeForce RTX 4070 8GB Graphics Card | 15.6-inch FHD (1920 x 1080) 144Hz Display | 1 Year Warranty),"रु 159,999.00",,
,,"[New] Lenovo Legion 5 15ARP8 (AMD Ryzen 7 7735HS Processor | 16GB RAM | 512GB SSD | NVIDIA GeForce RTX 4060 8GB Graphics Card | 15.6"" WQHD (2560 x 1440) 165Hz Display | 1 Year Warranty | Backlit Keyboard)","रु 159,999.00",,
Lenovo,LOQ Series,"Lenovo LOQ 15IRX9 (13th Generation Intel Core i7 13650HX Processor | 24GB RAM | 512GB SSD | NVIDIA GeForce RTX 4050 6GB Graphics | 15.6"" FHD (1920 x 1080) 144Hz 100% sRGB IPS Display | 1 Year Warranty)","रु 159,999.00",,
ACER,Nitro 5,"Acer Nitro 5 AN515 2023 (Intel Core i7 - 12650H Processor | 16GB RAM | 512GB SSD | NVIDIA RTX 4060 8GB Graphics | 15.6"" FHD 144Hz Display)","रु 159,999.00",,
ACER,Nitro,"Acer Nitro 5 (Intel Core i9 - 11900H Processor | 16GB RAM | 512GB SSD | NVIDIA RTX 3060 Graphics | 15.6"" FHD 144Hz Display)","रु 160,000.00",,
Hewlett-Packard (HP),Omen ,"HP Omen 16 - N0023DX 2022 (AMD Ryzen 7 - 6800H Processor | 16GB RAM | 512GB SSD | NVIDIA RTX 3060 Graphics | 16.1"" FHD 144Hz Display)","रु 160,000.00",,
Acer,Triton Series,"Acer Predator Triton 14 (Intel Core i7 13700H Processor | 16GB RAM | 512GB SSD | NVIDIA GeForce RTX 4050 Graphics | 14"" WUXGA 165Hz Display | 1 Year Warranty)","रु 160,000.00",,
HP,Victus Series,"HP Victus 16 Gaming Laptop, 16-S1024DX (AMD Ryzen 7 8845HS Processor | 16GB RAM | 512GB SSD | NVIDIA GeForce RTX 4070 8GB Graphics Card | 16"" FHD (1920 x 1080) 144Hz IPS Display | 1 Year Warranty)","रु 161,999.00",,
ASUS,VivoBook Series,ASUS VivoBook Flip 14 TP3402VA-LZ248W (13th Gen Intel Core i9 13900H Processor | 16GB DDR4 RAM | 1TB NVMe M.2 Gen4 SSD | Intel Iris Xe Graphics Card | 14-inch WUXGA (1920 x 1200) Display | 2 Years Authorized Warranty & 1 Year Asus Perfect Warranty),"रु 161,999.00",,
Acer,Predator Series,[2023] Acer Predator Helios Neo 16 (Intel Core i5 13500HX Processor | 16GB RAM | 1TB SSD | NVIDIA GeForce RTX 4060 8GB Graphics Card | 16-inch WUXGA (1920 x 1200) IPS 165Hz Display | 4-Zone RGB Keyboard),"रु 162,000.00",,
Lenovo,LOQ Series,"Lenovo LOQ 15IRX9 (13th Generation Intel Core i7 13650HX Processor | 16GB RAM | 512GB SSD | NVIDIA GeForce RTX 4060 8GB Graphics | 15.6"" FHD (1920 x 1080) 144Hz 100% sRGB IPS Display | Windows 11 Home | 1 Year Warranty)","रु 162,999.00",,
ASUS,ZenBook Series,ASUS ZenBook 14 OLED (Intel® Core™ Ultra 7 Processor | 16GB LPDDR5X RAM | 1TB NVMe SSD | 14-inch FHD (1920 x 1200) OLED Display | Intel® Arc™ Graphics | Ponder Blue Color | Backlit Chiclet Keyboard | 2 Years Authorized Warranty),"रु 164,999.00",,
Lenovo,Slim 7 Series,"Lenovo Slim 7 14IMH9 (14th Gen Intel Core Ultra 7 155H Processor | 32GB RAM | 1TB SSD | 14"" WUXGA (1920 x 1200) 100% DCI-P3 Touch OLED Display | Intel Arc Graphics | Backlit Keyboard | 1 Year Warranty)","रु 164,999.00",,
Apple,M4 Series,2024's Apple Mac Mini M4 (10 Core CPU | 10 Core GPU | 16 Core Neural Engine | 24GB Unified Memory | 512GB SSD Storage | Wi-Fi 6E & Bluetooth 5.3 | Genuine VAT Bill | 1 Year International Warranty),"रु 164,999.00",,
Asus,,"ASUS TUF Dash F15 2022 (Intel Core i7 - 12650H Processor | 16GB RAM | 512GB SSD | NVIDIA RTX 3050 Graphics | 15.6"" FHD 144Hz Display)","रु 166,000.00",,
Apple,,Apple Macbook Air 2022 M2 Chip (13.6 inch | 8GB RAM | 512GB SSD | 8core CPU | 10core GPU | 1 Year Warranty),"रु 166,999.00",,
MSI,GL,"MSI Pulse GL66 11UCK (Intel Core i7 - 11800H Processor | 16GB RAM | 512GB SSD | NVIDIA RTX 3050 Graphics | 15.6"" FHD Display)","रु 167,000.00",,
ASUS,TUF Gaming A15,ASUS TUF Gaming A15 FA507NVR (AMD Ryzen 7 7435HS Processor | 16GB RAM | 1TB SSD | NVIDIA GeForce RTX 4060 8GB Graphics | 15.6-inch FHD (1920 x 1080) 144Hz Display | 2 Years Authorized Warranty),"रु 169,999.00",,
Lenovo,LOQ Gaming Series,"Lenovo LOQ 15AHP9 2024 (AMD Ryzen 7 8845HS Processor | 16GB RAM | 1TB SSD Storage | NVIDIA GeForce RTX 4060 8GB Graphics | 15.6"" FHD (1920 x 1080) 144Hz 100% sRGB IPS Display | 1 Year Warranty)","रु 169,999.00",,
Apple,,Apple Macbook Pro 2020 M1 Chip (13.3 inch Display | 8GB RAM | 256GB SSD | 8-core CPU | 8-core GPU ),"रु 170,000.00",,
Acer,,"Acer Predator Helios Neo 16 2023 (Intel Core i7 - 13700HX Processor | 16GB RAM | 1TB SSD | NVIDIA RTX 4050 Graphics | 16"" WUXGA 165Hz Display | Windows 11 Home | 2 Years Authorized Warranty)","रु 172,000.00",,
ASUS,TUF Series,"[2024] ASUS TUF Gaming F15 (FX507VU) Intel® Core™ i7-13620H Processor | 16GB DDR5 | 512GB Gen 4 SSD | RTX4050 6GB Graphics | 15.6"" FHD (1920 x 1080) IPS Level 144Hz Display","रु 172,999.00",,
DELL,,"Dell Inspiron G15 5520 (Intel Core i7 - 12700H | 16GB RAM | 512GB SSD | NVIDIA RTX 3050Ti Graphics | 15.6"" FHD 120Hz Display)","रु 173,000.00",,
Lenovo,Legion Series,Lenovo Legion Slim 5 16IRH8 (13th Generation Intel Core i7 13700H Processor | 16GB RAM | 512GB SSD | NVIDIA GeForce RTX 4050 Graphics | 16-inch WUXGA (1920 x 1200) 165Hz Display | 1 Year Warranty),"रु 173,500.00",,
DELL,,"Dell Inspiron G15 5530 (Intel Core i7 - 13650HX Processor | 16GB RAM | 512GB SSD | NVIDIA RTX 4060 8GB GDDR6 Graphics | 15.6"" FHD (1920 x 1080) 165 Hz Display | RGB Backlit Keyboard)","रु 173,999.00",,
MSI,Cyborg Series,MSI Cyborg 15 AV13VF (13th Gen Intel Core i7-13620H Processor | 16GB DDR5 RAM | 512GB SSD | Dedicated NVIDIA GeForce RTX 4060 8GB Graphics Card | 15.6-inch FHD 144Hz Display),"रु 174,000.00",,
Hewlett-Packard (HP),Omen,"HP Omen 16 - B0005DX (Intel Core i7 - 11800H Processor | 16GB RAM | 1TB SSD | NVIDIA RTX 3070 Graphics | 16.1"" QHD 165Hz Display)","रु 174,999.00",,
MSI,Summit Series,"MSI Summit E13 AI Evo A1MTG (Intel Core Ultra 7 155H Processor | 16GB RAM | 1TB SSD Storage | 13.3"" FHD+ (1920 x 1200) Touch IPS Display | Backlit Keyboard | Windows 11 | 1 Year Warranty)","रु 174,999.00",,
Acer,Predator Series,"Acer Predator Helios Neo 16 2024 PHN16-72 (14th Generation Intel Core i7 14700HX Processor | 16GB RAM | 1TB SSD | NVIDIA GeForce RTX 4050 6GB Graphics | 16"" WUXGA 100% sRGB 165Hz IPS Display | 4-Zone RGB Keyboard)","रु 174,999.00",,
Hewlett-Packard (HP),Omen,"HP Omen 16 (Intel Core i9 13900HX Processor | 16GB RAM | 1TB SSD | NVIDIA RTX 4060 8GB Graphics | 16.1"" FHD 144Hz Display)","रु 174,999.00",,
Acer,,"Acer Predator Helios Neo 16 (Intel Core i7 13650HX Processor | 16GB RAM | 512GB SSD | NVIDIA RTX 4060 8GB Graphics Card | 16"" WUXGA (1920 x 1200) 165Hz IPS Display | Windows 11 Home)","रु 174,999.00",,
Lenovo,Legion Series,Lenovo Legion 5 16IRX9 (13th Generation Intel Core i7 13650HX Processor | 16GB RAM | 1TB SSD | NVIDIA GeForce RTX 4060 8GB Graphics Card | 16-inch WQXGA (2560 x 1600) 165Hz Display | 4-Zone RGB Backlit Keyboard | Windows 11 Home | 1 Year Warranty),"रु 174,999.00",,
Apple,,Apple Macbook Air 2020 M1 Chip (13.3-inch | 8GB RAM | 512GB SSD | 8-core CPU | 7-core GPU ),"रु 175,000.00",,
Apple,,"Apple MacBook Pro 2022 (M2 Chip | 8GB RAM | 256GB SSD | 8-Core CPU | 10-Core GPU | 13.3"" Retina Display)","रु 175,000.00",,
Lenovo,Legion Slim 5 Series,"2024's Lenovo Legion Slim 5 16AHP9 (AMD Ryzen 7 8845HS Processor | 16GB RAM | 512GB SSD | RTX 4060 8GB Graphics | 16"" WQXGA (2560 x 1600) 165Hz 100% sRGB IPS Display | 1 Year Warranty | 4-Zone RGB Keyboard)","रु 175,000.00",,
,,Lenovo Legion Pro 5 16IRX8 (13th Generation Intel Core i9 13900HX Processor | 16GB RAM | 512GB SSD | NVIDIA GeForce RTX 4050 Graphics Card | 16-inch WQXGA (2560 x 1600) 165Hz Display | 1 Year Warranty),"रु 178,999.00",,
Acer,Nitro Series,Acer Nitro 16 Gaming Laptop (AMD Ryzen 7 7735HS Processor | 16GB RAM | 512GB SSD | NVIDIA GeForce RTX 4070 8GB Graphics | 16-inch WQXGA (2560 x 1600) 100% sRGB 165Hz IPS Display | 4-Zone RGB Keyboard | 1 Year Warranty),"रु 179,999.00",16GB DDR5 RAM,512GB PCIe NVMe M.2 SSD
ASUS,VivoBook Series,"ASUS VivoBook S 14 OLED S5406MA (14th Gen Intel Core Ultra 9 185H Processor | 16GB RAM | 1TB SSD Storage | Intel Arc Graphics | 14"" WUXGA (1920 x 1200) 100% DCI-P3 OLED Display | Backlit Keyboard | Windows 11)","रु 179,999.00",,
ASUS,V Gaming Series,"2025's ASUS V16 V3607VJ Gaming Laptop (15th Generation Intel Core 7 240H Series 2 Processor | 16GB RAM | 1TB SSD | RTX 3050 6GB Graphics | 16"" WUXGA (1920 x 1200) LED Display | Backlit Keyboard | 2 Years Authorized Warranty + 1 Year Perfect Warranty)","रु 179,999.00",,
Apple,,Apple MacBook Pro 2020 M1 Chip (13.3 inch | 8GB RAM | 512GB SSD | 8-core CPU | 8-core GPU ),"रु 180,000.00",,
Apple,,Apple Macbook Air 2022 M2 Chip (8GB RAM | 256GB SSD | 8 Core CPU | 10 Core GPU | 15.3 inch Retina Display),"रु 180,000.00",,
Acer,Predator Series,"Acer Predator Helios Neo 14 2024 (14th Generation Intel Core Ultra 7 155H Processor | 16GB RAM | 1TB SSD Storage | NVIDIA GeForce RTX 4060 8GB Graphics Card | 14"" WQXGA (2560 x 1600) 120Hz 100% sRGB Display | RGB Keyboard | 1 Year Warranty)","रु 181,999.00",,
Asus,,"ASUS TUF Gaming A15 (2023) FA507XU (AMD Ryzen 9 - 7940HS Processor | 16GB RAM | 1TB SSD | NVIDIA RTX 4050 Graphics | 15.6"" FHD 144Hz Display)","रु 182,000.00",,
Acer,Predator Helios Neo 16,Acer Predator Helios Neo 16 2024 (14th Generation Intel Core i7 14650HX Processor | 16GB RAM | 1TB SSD | NVIDIA GeForce RTX 4060 8GB Graphics Card | 16-inch WUXGA (1920 x 1200) 180Hz Display | 1 Year Warranty),"रु 184,499.00",,
ASUS,ZenBook Series,[2024] ASUS ZenBook 14 OLED UX3405MA (AI-integrated Intel Core Ultra 7 155H Processor | 16GB RAM | 1TB SSD | 14-inch 3K (2880 x 1800) 120Hz OLED Display | Intel Arc Graphics | 2 Years Authorized Warranty & 1 Year Asus Perfect Warranty),"रु 185,000.00",,
Lenovo,LOQ Series,"Lenovo LOQ 15IRX9 2024 (14th Generation Intel Core i7 14700HX Processor | 16GB RAM | 1TB SSD Storage | NVIDIA GeForce RTX 4060 8GB Graphics | 15.6"" FHD (1920 x 1080) 144Hz 100% sRGB IPS Display | 4-Zone RGB Keyboard | 1 Year Warranty)","रु 185,999.00",,
Dell,Gaming Series,Dell G16 Gaming Laptop (Intel Core i9 13900HX Processor | 16GB RAM | 1TB SSD | RTX 4060 8GB Graphics Card | 16-inch QHD+ (2560x1600) 240Hz Display | 1-Zone RGB Backlit Keyboard),"रु 187,999.00",,
Acer,,"Acer Predator Helios Neo 16 (13th Gen Intel Core i9-13900HX Processor | 16GB DDR5 RAM | 512GB SSD | NVIDIA RTX 4060 8GB Graphics Card | 16"" WQXGA 165Hz Display | 1 Year Warranty)","रु 188,000.00",,
Acer,Predator Triton Series,"Acer Predator Triton Neo 16 Gaming Laptop (Intel Core Ultra 7 155H Processor | 16GB RAM | 1TB SSD Storage | NVIDIA GeForce RTX 4060 8GB Graphics | 16"" WQXGA (2560 x 1600) 100% DCI-P3 240Hz Display | 3-Zone RGB Keyboard | Windows 11 Home)","रु 188,999.00",,
Apple,MacBook (M3 Air Chip),"[2024] Apple MacBook Air M3 (15.3"" Liquid Retina Display | 8GB Memory | 256GB Storage | 8-Core CPU | 8-Core GPU | Genuine VAT Bill)","रु 189,999.00",,
Apple,MacBook Air,MacBook Air M3 Chipset (13-inch Liquid Retina Display | 8GB Memory | 512GB Storage | 8-Core CPU & 10-Core GPU | MacOS | 1 Year Global Warranty),"रु 189,999.00",,
MSI,Cyborg Series,MSI Cyborg 15 AI A1VFK (Intel Core Ultra 7 Processor with Intel AI Boost | 16GB DDR5 RAM | 512GB Gen 4 SSD | NVIDIA GeForce RTX 4060 8GB GDDR6 Graphics Card | 15.6-inch FHD (1920 x 1080) 144Hz Display | 2 Years Authorized Warranty),"रु 190,000.00",,
ASUS,ZENBOOK,"Asus Zenbook S 13 OLED UX5304VA - NQ021W (Intel Core i7-1355U Processor | 16GB RAM | 1 TB SSD Storage | 13.3"" OLED 2.8K Display)","रु 191,000.00",,
ASUS,ZenBook Series,[2024] ASUS ZenBook 14 OLED UX3405MA (AI-integrated Intel Core Ultra 9 185H Processor | 16GB RAM | 1TB SSD | 14-inch 3K (2880 x 1800) 120Hz OLED Display | Intel Arc Graphics | 2 Years Authorized Warranty),"रु 191,999.00",,
Acer,Predator Series,[2024] Acer Predator Helios Neo 16 (Intel Core i9 14900HX Processor | 16GB RAM | 1TB SSD | NVIDIA GeForce RTX 4060 8GB Graphics Card | 16-inch WUXGA 165Hz Display | Best Gaming Laptop),"रु 191,999.00",,
Acer,,"Acer Predator Helios Neo 16 (13th Gen Intel Core i9-13900HX Processor | 16GB DDR5 RAM | 1TB SSD | NVIDIA RTX 4060 8GB Graphics Card | 16"" WQXGA 165Hz Display | 1 Year Warranty)","रु 192,000.00",,
Lenovo,Legion Series,Lenovo Legion Y7000P 2024 (14th Gen Intel Core i7 14650HX Processor | 16GB RAM | 1TB SSD | NVIDIA GeForce RTX 4060 8GB GDDR6 Graphics Card | 16-inch 2.5K 165Hz Display | 1 Year Warranty),"रु 195,000.00",,
Asus,,"Asus TUF Gaming F15 (2022) FX507ZM-HF095W (Intel Core i7- 12700H Processor | 16GB RAM | 1TB SSD | NVIDIA RTX 3060 Graphics | 15.6"" FHD 300Hz Display)","रु 195,000.00",,
ASUS,ZenBook Series,"ASUS ZenBook S 13 OLED UX5304MA (Intel Core Ultra 7 Processor 155U | 16GB RAM | 1TB SSD | 13.3"" 3K (2880 x 1800) OLED Display | Intel AI Boost NPU | 2 Years Authorized Warranty & Genuine Windows 11)","रु 195,999.00",,
Apple,,"Apple MacBook Pro 2022 (M2 Chip | 8GB RAM | 512GB SSD | 8-Core CPU | 10-Core GPU | 13.3"" Retina Display)","रु 197,000.00",,
Lenovo,,"Lenovo Legion 5i Pro (13th Gen Core i7-13700HX | 16GB RAM | 512GB SSD| 16"" WQXGA (2560 x 1600) 165Hz Display | RTX 4060 Graphics | Windows 11)","रु 198,999.00",,
ASUS,VivoBook Series,[Copilot + PC] ASUS VivoBook S15 OLED S5507QA (Snapdragon® X Elite X1E 78 100 Processor | 16GB RAM | 1TB SSD | Qualcomm® Adreno™ GPU | 15.6-inch 3K (2880 x 1620) 120Hz OLED Display | Qualcomm® Hexagon™ NPU | 2 Years Authorized Warranty),"रु 199,999.00",,
Apple,MacBook Air,MacBook Air M3 Chipset (13-inch Liquid Retina Display | 16GB Memory | 512GB Storage | 8-Core CPU & 10-Core GPU | MacOS | 1 Year Global Warranty),"रु 199,999.00",,
ASUS,ROG ZEPHYRUS GAMING (GA503RM),Asus ROG Zephyrus G15 GA503RM (AMD Ryzen 9 - 6900HS | 16GB RAM | 1TB SSD | RTX 3060 Graphics | 15.6 WQHD 165Hz Display),"रु 200,000.00",,
Asus,,"ASUS ZenBook 14 Flip OLED UP3404VA (Intel Core i7-1360P Processor | 16GB RAM | 1TB SSD | Intel Iris Xe Graphics | 14"" OLED 2.8K Touchscreen Display)","रु 200,000.00",,
Asus,,"Asus TUF Gaming F15 (2022) FX507ZM-HQ166W (Intel Core i7- 12700H Processor | 16GB RAM | 1TB SSD | NVIDIA RTX 3060 Graphics | 15.6"" WQHD 165Hz Display)","रु 200,000.00",,
DELL,Alienware x14,"Dell Alienware X14 (Intel Core i7 - 12700H Processor | 16GB RAM | 512GB SSD | NVIDIA RTX 3050 Graphics | 14"" FHD 144Hz Display)","रु 200,000.00",,
ASUS,VivoBook Series,ASUS VivoBook S 16 OLED S5606MA (Intel Core Ultra 9 185H Processor | 16GB RAM | 1TB SSD | Intel Arc Graphics | 16-inch 3.2K (3200 x 2000) 120Hz OLED Display | 2 Years Authorized Warranty),"रु 202,999.00",,
Acer,Predator Series,Acer Predator Helios Neo 16 (Intel Core i9 14900HX Processor | 32GB RAM | 1TB SSD | NVIDIA GeForce RTX 4060 8GB Graphics Card | 16-inch WQXGA (2560 x 1600) 240Hz Display | 1 Year Warranty),"रु 204,999.00",,
Apple,,"Apple 2023 Mac Mini Desktop Computer (M2 Pro chip, 16GB Unified Memory, 512GB SSD Storage) | 1 year authorized warranty","रु 205,000.00",,
Apple,MacBook Air,"Apple MacBook Air M3 2024 (15.3"" Liquid Retina Display | 16GB Unified Memory | 256GB Storage | 8-Core CPU | 10-Core GPU | Wi-Fi 6E & Bluetooth 5.3 | macOS | 1 Year Apple International Warranty)","रु 206,999.00",,
