Brand,Series,Title,Price,Memory,Storage
Apple,MacBook Air,MacBook Air M4 2025 (13.6-inch (2560 x 1664) Liquid Retina Display | 16GB Memory | 512GB SSD Storage | 10-core CPU & 10-core GPU | 16-core Neural Engine | Backlit Magic Keyboard | Wi-Fi 6E & Bluetooth 5.3 | 2 Years Warranty & 1 Year Breakage Insurance),"रु 209,999.00",,
MSI,Delta,"MSI Delta 15 (AMD Ryzen 7 - 5800H Processor | 16GB RAM | 512GB SSD | AMD RX6700M Graphics | 15.6"" FHD 240Hz Display)","रु 210,000.00",,
Apple,MacBook Air,MacBook Air M4 2025 (15.3-inch (2880 x 1864) Liquid Retina Display | 16GB Memory | 256GB SSD Storage | 10-core CPU & 10-core GPU | 16-core Neural Engine | Backlit Magic Keyboard | Wi-Fi 6E & Bluetooth 5.3 | 2 Years Warranty & 1 Year Breakage Insurance),"रु 214,999.00",,
ASUS,ROG Strix Series,"ASUS ROG Strix G16 G614JV (13th Generation Intel Core i7 13650HX Processor | 16GB RAM | 1TB SSD | 16"" WUXGA 165Hz 100% sRGB IPS Display | NVIDIA GeForce RTX 4060 8GB Graphics | 4-Zone RGB Keyboard | Windows 11)","रु 214,999.00",,
ASUS,TUF Series,"[2024] ASUS TUF Gaming F16 (FX607JV) Intel Core™ i7-13650HX Processor | 16GB DDR5 | 1TB Gen 4 SSD | RTX4060 8GB Graphics | 16.0"" WUXGA (1920 x 1200) 165Hz IPS Display | 1-Zone RGB Keyboard | 2 Years Authorized Warranty)","रु 215,000.00",,
Apple,MacBook Pro,"Apple MacBook Pro M3 (14"" (3024 x 1964) Liquid Retina XDR Display | 8 GB Memory | 512GB SSD | 8-Core CPU | 10-Core GPU | Backlit Magic Keyboard | Wi-Fi 6E & BT5.3 | 1 Year Apple International Warranty)","रु 216,999.00",,
Lenovo,,"Lenovo Legion 5i Pro (13th Generation Intel Core i7-13700HX Processor | 16GB RAM | 1TB SSD |16"" WQXGA (2560 x 1600) 240Hz Display | NVIDIA GeForce RTX 4060 8GB Graphics Card | Windows 11)","रु 217,999.00",,
Lenovo,Legion Series,Lenovo Legion Pro 5i Gen 8 (Intel Core i7 13700HX Processor | 16GB RAM | 1TB SSD | NVIDIA GeForce RTX 4070 8GB Graphics Card | 16-inch WQXGA (2560 x 1600) IPS 240Hz Display | RGB Backlit Keyboard),"रु 219,999.00",,
ASUS,ROG Strix Series,"Asus ROG Strix G16 2023 G614JU-N3122W (Intel Core i7 - 13650HX Processor |16GB RAM | 1TB SSD Storage | NVIDIA RTX 4050 Graphics | 16"" WUXGA 165Hz Display | 2 Years Authorized Warranty)","रु 220,000.00",,
Apple,MacBook Air,MacBook Air M3 2024 (13-inch Liquid Retina Display | 24GB Memory | 512GB Storage | 8-Core CPU & 10-Core GPU | MacOS | 1 Year Apple International Warranty),"रु 220,000.00",,
Lenovo,,"Lenovo Legion 5i Pro 2023 (Intel Core i9 13900HX | 32GB RAM | 1TB SSD | RTX 4060 8GB Graphics |16"" WQXGA (2560 x 1600) 165Hz Display | 1 Year Warranty)","रु 221,999.00",,
Apple,,"Apple iMac 24"" 2021 M3 Chip (8GB RAM | 256GB SSD | 8-core CPU | 8-core GPU ) | Blue | 2 years warrranty & 1 year breakage insurance","रु 222,000.00",,
Dell,XPS Series,"Dell XPS 13 9340 (Intel Core Ultra 7 155H Processor | 16GB RAM | 512GB SSD | Intel Arc Graphics | 13.4"" FHD+ (1920 x 1200) 120Hz IPS Display | Backlit Keyboard & Fingerprint Reader)","रु 222,599.00",,
Acer,,"Acer Predator Helios Neo 16 (13th Gen Intel Core i9-13900HX Processor | 32GB DDR5 RAM | 1TB SSD | NVIDIA RTX 4070 8GB Graphics Card | 16"" WQXGA 165Hz Display | 1 Year Warranty)","रु 222,999.00",,
Dell,XPS,"[Copilot+ PC] Dell XPS 13 9350 2025 (15th Gen Intel Core Ultra 7 256V Processor | 16GB RAM | 512GB SSD Storage | 13.4"" FHD+ (1920 x 1200) 120Hz 100% sRGB InfinityEdge Display | Intel Arc Graphics | Backlit Keyboard | Windows 11 Home | 1 Year Warranty)","रु 224,999.00",,
Gigabyte ,,"Gigabyte AORUS 5 SE4 Gaming (Intel Core i7 - 12700H Processor | 16GB RAM | 512GB SSD | NVIDIA RTX 3070 Graphics | 15.6"" FHD 144Hz Display)","रु 225,000.00",,
Apple,,"24"" Apple iMac 2024 M4 Chip (8-Core CPU | 8-Core GPU | 16-Core Neural Engine | 16GB Unified Memory | 256GB SSD | 24"" 4.5K (4480 x 2520) Retina Display | 1 Year Apple International Warranty)","रु 229,999.00",,
Lenovo,Yoga Series,"Lenovo Yoga 9i 2-in-1 14IMH9 (Intel Core Ultra 7 155H Processor | 16GB RAM | 1TB SSD Storage | Intel Arc Graphics | 14"" 3K (2880 x 1800, WQXGA+) 100% DCI-P3 120Hz Multi-touch OLED Display | Backlight Keyboard | Lenovo Slim Pen | 1 Year Warranty)","रु 230,000.00",,
Lenovo,IdeaPad Series,"Lenovo IdeaPad Pro 5 16IMH9 (Intel Core Ultra 9 185H Processor | 32GB RAM | 1TB SSD | 16"" 2K (2048 x 1280) Multi-Touch 120Hz OLED Display | RTX 4050 6GB Graphics | Backlit Keyboard | 1 Year Warranty)","रु 234,999.00",,
Lenovo,Legion Series,Lenovo Legion Pro 5 16IRX9 (14th Gen Intel Core i7 14700HX Processor | 16GB RAM | 1TB SSD | NVIDIA GeForce RTX 4070 8GB Graphics Card | 16-inch WQXGA (2560 x 1600) 165Hz Display | 4-Zone RGB Backlit Keyboard | Windows 11 Home | 1 Year Warranty),"रु 235,000.00",,
DELL,Alienware M15 R7,"Dell Alienware M15 R7 (Intel Core i7 - 12700H Processor | 16GB RAM | 1TB NVMe SSD | NVIDIA RTX 3060 Graphics | 15.6"" 2K QHD 240Hz Display)","रु 235,000.00",,
Apple,MacBook Air ,"Apple MacBook Air M3 2024 (15.3"" (2880 x 1864) Liquid Retina Display | 16 GB Memory | 512 GB Storage | 8-Core CPU | 10-Core GPU | Backlit Magic Keyboard | Wi-Fi 6E & Bluetooth 5.3 | 1 Year Apple International Warranty)","रु 237,000.00",,
Apple,M4 Series,2024's Apple Mac Mini M4 Pro (12 Core CPU | 16 Core GPU | 16 Core Neural Engine | 24GB Unified Memory | 512GB SSD Storage | Wi-Fi 6E & Bluetooth 5.3 | Genuine VAT Bill | 1 Year International Warranty),"रु 239,999.00",,
Apple,MacBook Air,MacBook Air M4 2025 (13.6-inch (2560 x 1664) Liquid Retina Display | 24GB Memory | 512GB SSD Storage | 10-core CPU & 10-core GPU | 16-core Neural Engine | Backlit Magic Keyboard | Wi-Fi 6E & Bluetooth 5.3 | 2 Years Warranty & 1 Year Breakage Insurance),"रु 239,999.00",,
Apple,MacBook Air,MacBook Air M4 2025 (15.3-inch (2880 x 1864) Liquid Retina Display | 16GB Memory | 512GB SSD Storage | 10-core CPU & 10-core GPU | 16-core Neural Engine | Backlit Magic Keyboard | Wi-Fi 6E & Bluetooth 5.3 | 2 Years Warranty & 1 Year Breakage Insurance),"रु 239,999.00",,
ASUS,ZenBook Series,"[Copilot+ PC] ASUS Zenbook S16 OLED UM5606WA (AMD Ryzen AI 9 HX 370 Processor | 32GB RAM | 1TB SSD | AMD Radeon™ 890M Graphics | 16"" 3K (2880 x 1800) 120Hz OLED Display | Windows 11 Home | 2 Years ASUS Authorized Warranty)","रु 244,999.00",,
ASUS,,"ASUS VivoBook Pro 15 OLED N6506MV (Intel Core Ultra 7 155H Processor | 24GB RAM | 1TB SSD | RTX 4060 8GB Graphics Card | 15.6"" 3K (2880 x 1620) 120Hz OLED Display | 2 Years Authorized Warranty | Intel AI Boost NPU | 1 Year ASUS Perfect Warranty)","रु 244,999.00",,
Acer,Predator Series,Acer Predator Helios Neo 16 (Intel Core i9 14900HX Processor | 16GB RAM | 1TB SSD | NVIDIA GeForce RTX 4070 8GB Graphics Card | 16-inch WQXGA (2560 x 1600) 240Hz Display | 3 Years Warranty),"रु 245,999.00",,
HP,Spectre Series,"HP Spectre x360 2-in-1 Laptop 14t-eu000 (14th Gen Intel Core Ultra 7 155H Processor | 32GB RAM | 1TB SSD Storage | 14"" 2.8K (2880 x 1800) Touch OLED Display | 1 Year Warranty)","रु 249,999.00",,
Apple,,"Apple MacBook Pro 2021 (M1 Pro Chip | 16GB RAM | 512GB SSD | 8-Core CPU | 14-Core GPU | 14.0"" Retina XDR Display)","रु 250,000.00",,
Lenovo,Legion Series,Lenovo Legion 5 16IRX9 (14th Generation Intel Core i9 14900HX Processor | 32GB RAM | 1TB SSD | NVIDIA GeForce RTX 4060 8GB Graphics Card | 16-inch WQXGA (2560 x 1600) 240Hz Display | 4-Zone RGB Backlit Keyboard | Windows 11 Home | 1 Year Warranty),"रु 254,999.00",,
MSI,GP66,"MSI GP66 Leopard 11UE (Intel Core i7- 11800H Processor | 16GB RAM | 512GB SSD | NVIDIA RTX 3060 Graphics | 15.6"" FHD 240Hz Display)","रु 259,000.00",,
Apple,,"24"" Apple iMac 2024 M4 Chip (8-Core CPU | 10-Core GPU | 16-Core Neural Engine | 16GB Unified Memory | 256GB SSD | 24"" 4.5K (4480 x 2520) Retina Display | 1 Year Apple International Warranty)","रु 259,999.00",,
Apple,,"Apple MacBook Pro 2021 M1 Pro Chip (14-inch Liquid Retina XDR (3024 x 1964) display | 16GB Unified Memory | 1TB SSD | 10-core CPU | 16-core GPU | Fully Genuine, 1 Year Global Warranty & Full VAT Bill)","रु 260,000.00",,
Apple,,"Apple iMac 24"" 2021 M1 Chip (8GB RAM | 512GB SSD | 8-core CPU | 8-core GPU | 24"" 4.5K Retina Display)","रु 260,000.00",,
ASUS,ROG Strix Series,"ASUS ROG Strix G16 (2024) G614 (14th Generation Intel Core i9 14900HX Processor |16GB DDR5 RAM | 1TB SSD Storage | RTX 4060 8GB Graphics Card | 16"" QHD+ (2560 x 1600) 240Hz 100% DCI-P3 IPS Display | 2 Years Authorized Warranty | Windows 11 Home)","रु 264,999.00",,
Apple,MacBook Pro,"Apple MacBook Pro M4 Chip (14.2"" (3024 x 1964) Liquid Retina XDR Display | 16GB Unified Memory | 512GB SSD Storage | 10-core CPU | 10-core GPU | 16-core Neural Engine | MacOS | 1 Year Apple International Warranty)","रु 266,999.00",,
ASUS,,"ASUS VivoBook Pro 15 OLED N6506MV (Intel Core Ultra 9 185H Processor | 24GB RAM | 1TB SSD | RTX 4060 8GB Graphics Card | 15.6"" 3K (2880 x 1620) 120Hz OLED Display | 2 Years Authorized Warranty | Intel AI Boost NPU | 1 Year ASUS Perfect Warranty)","रु 267,999.00",,
ASUS,ROG Zephyrus Series,ASUS ROG Zephyrus G14 GA403UV (AMD Ryzen 9 8945HS Processor | 16GB RAM | 1TB SSD | NVIDIA GeForce RTX 4060 8GB Graphics Card | 14-inch ROG Nebula Display 3K (2880 x 1800) 120Hz OLED Display | Windows 11),"रु 269,999.00",,
ASUS,ROG Strix Series,"Asus ROG Strix Scar 15 G533ZW Gaming Laptop (Intel Core i9 12900H Processor | 16GB RAM | 1TB SSD | NVIDIA RTX 3070Ti 8GB Graphics | 15.6"" FHD 300Hz Display | 2 Years Authorized Warranty)","रु 269,999.00",,
Apple,MacBook Pro Series (M3 Chip),Apple MacBook Pro 2023 M3 Chip (14-inch Liquid Retina XDR Display | 8 GB Memory | 1TB Storage | 8-Core CPU | 10-Core GPU | Backlit Magic Keyboard),"रु 270,000.00",,
Apple,,Apple MacBook Pro 2021 M1 Pro Chip (16-inch | 16GB RAM | 512GB SSD | 10-core CPU | 16-core GPU),"रु 275,000.00",,
Lenovo,Legion Series,Lenovo Legion 5i Gen 9 (14th Generation Intel Core i9 14900HX Processor | 16GB RAM | 1TB SSD | NVIDIA GeForce RTX 4070 8GB Graphics Card | 16-inch WQXGA (2560 x 1600) 165Hz Display | 4-Zone RGB Backlit Keyboard | Windows 11 Home | 1 Year Warranty),"रु 276,999.00",,
DELL,XPS,"Dell XPS 13 9320 Plus (Intel Core i7 - 1260P Processor | 16GB RAM | 512 GB SSD | Intel Iris Xe Graphics | 13.4"" OLED 3.5K Touchscreen Display)","रु 279,000.00",,
Dell,Alienware Series,"Dell Alienware M16 R2 Gaming Laptop (14th Gen Intel Core Ultra 7 155H Processor | 32GB RAM | 1TB SSD | NVIDIA GeForce RTX 4070 8GB Graphics Card | 16"" QHD+ (2560 x 1600) 240Hz Display | Windows 11 | Per Key RGB | 1 Year Warranty)","रु 279,999.00",,
Apple,MacBook Air,MacBook Air M4 2025 (15.3-inch (2880 x 1864) Liquid Retina Display | 24GB Memory | 512GB SSD Storage | 10-core CPU & 10-core GPU | 16-core Neural Engine | Backlit Magic Keyboard | Wi-Fi 6E & Bluetooth 5.3 | 2 Years Warranty & 1 Year Breakage Insurance),"रु 279,999.00",,
Lenovo,Legion Series,"[Glacier White] Lenovo Legion 7 16IRX9 (14th Gen Intel Core i9 14900HX Processor | 16GB RAM | 1TB SSD | NVIDIA GeForce RTX 4060 8GB Graphics Card | 16"" 3.2K (3200 x 2000) 165Hz 100% DCI-P3 IPS Display | Per Key RGB Keyboard | 1 Year Warranty)","रु 279,999.00",,
Dell,Alienware Series,Dell Alienware M16 Gaming Laptop (13th Gen Intel Core i7 13700HX Processor | 16GB RAM | 1TB SSD Storage | NVIDIA GeForce RTX 4070 8GB GDDR6 Graphics Card | 16-inch QHD+ (2560 x 1600) 165Hz Display | 1 Year Warranty),"रु 280,000.00",,
MSI,Creator,"MSI Creator Z16 A11UET (Intel Core i7 - 11800H Processor | 16GB RAM | 512GB SSD | NVIDIA RTX 3060 Graphics | 16"" QHD 120Hz Touchscreen Display)","रु 284,000.00",,
Dell,XPS Series,"Dell XPS 13 9340 (Intel Core Ultra 7 155H Processor | 16GB RAM | 512GB SSD | Intel Arc Graphics | 13.4"" QHD+ (2560 x 1600) 120Hz Touch IPS Display | MS Office | Backlit Keyboard & Fingerprint Reader | 2 Years Authorized Warranty)","रु 284,999.00",,
DELL,Alienware,"Dell Alienware M15 R6 (Intel Core i7 - 11800H Processor | 32GB RAM | 1TB NVMe SSD | NVIDIA RTX 3070 Graphics | 15.6"" QHD 240Hz Display)","रु 285,000.00",,
DELL,XPS,Dell XPS 13 Plus 9320 (Intel Core i7 - 1360P Processor | 16GB RAM | 512GB SSD | Intel Iris Xe | 3.5K OLED Touch|Backlit Keyboard |Fingerprint ),"रु 288,000.00",,
Apple,,Apple MacBook Pro 2021 M1 Pro Chip (16-inch | 16GB RAM | 1TB SSD | 10-core CPU | 16-core GPU ),"रु 290,000.00",,
Apple,MacBook Pro,"Apple MacBook Pro M4 Chip (14.2"" (3024 x 1964) Liquid Retina XDR Display | 16GB Unified Memory | 1TB SSD Storage | 10-core CPU | 10-core GPU | 16-core Neural Engine | MacOS | 1 Year Apple International Warranty)","रु 294,999.00",,
Apple,MacBook Pro (M3 Pro Chip),[2024] Apple MacBook Pro M3 Pro Chip (14-inch Liquid Retina XDR Display | 18 GB Memory | 512 GB Storage | 11-Core CPU | 14-Core GPU | 2 Years Warranty & 1 Year Breakage Insurance),"रु 294,999.00",,
Asus,,"ASUS ROG Zephyrus M16 GU603ZW (Intel Core i9 - 12900H Processor | 32GB RAM | 1TB SSD | NVIDIA RTX 3070Ti Graphics | 16"" WQXGA 165Hz Display)","रु 294,999.00",,
Apple,,"Apple MacBook Pro 2023 (M2 Pro Chip | 16GB RAM | 512GB SSD | 10-Core CPU | 16-Core GPU | 14.2"" Retina XDR Display)","रु 295,000.00",,
ASUS,ZenBook Duo Series,ASUS ZenBook Duo 2024 UX8406 (Intel® Core™ Ultra 9 Processor 185H | 32GB RAM | 2TB NVMe SSD | 14-inch 3K (2880 x 1800) OLED Touch Display | Intel Arc Graphics | 2 Years Authorized Warranty),"रु 299,999.00",,
ASUS,Creator Series,[2024] ASUS ProArt PX13 OLED HN7306WU (AMD Ryzen AI 9 HX 370 Processor | 24GB RAM | 1TB SSD | NVIDIA GeForce RTX 4050 6GB Graphics Card | 13.3-inch 3K (2880 x 1800) Touch Display | 2 Years Authorized Warranty),"रु 302,999.00",,
Asus,,"Asus ROG Strix G18 2023 Gaming Laptop (Intel Core i9 - 13980HX Processor | 16GB RAM | 1TB SSD Storage | NVIDIA RTX 4070 8GB Graphics |18"" WUXGA 165Hz Display )","रु 303,000.00",,
,,ASUS ROG Zephyrus G16 2024 GU605MI (Intel Core Ultra 9 Processor | 16GB RAM | 1TB SSD | NVIDIA GeForce RTX 4070 8GB Graphics Card | 16-inch WQXGA (2560 x 1600) 240Hz Display | Intel AI Boost NPU | Windows 11 Home),"रु 304,999.00",,
Lenovo,Legion Series,Lenovo Legion Pro 5 16IRX9 (14th Gen Intel Core i9 14900HX Processor | 32GB RAM | 2TB SSD | NVIDIA GeForce RTX 4070 8GB Graphics Card | 16-inch WQXGA (2560 x 1600) 240Hz Display | 4-Zone RGB Backlit Keyboard | Windows 11 Home | 1 Year Warranty),"रु 319,999.00",,
Apple,MacBook Pro,"Apple MacBook Pro M4 Chip (14.2"" (3024 x 1964) Liquid Retina XDR Display | 24GB Unified Memory | 1TB SSD Storage | 10-core CPU | 10-core GPU | 16-core Neural Engine | MacOS | 1 Year Apple International Warranty)","रु 327,999.00",,
ASUS,ROG Strix Series,"2024's ASUS ROG Strix G18 G814JIR-N6064W (14th Gen Intel Core i9 14900HX Processor | 16GB RAM | 512GB SSD Storage | NVIDIA GeForce RTX 4070 8GB Graphics Card | 18-inch 2.5K (2560 x 1600, WQXGA) 240Hz Display | Windows 11 Pro | 2 years Authorized Warranty)","रु 330,999.00",,
Apple,MacBook Pro,"Apple MacBook Pro M4 Pro Chip (14.2"" (3024 x 1964) Liquid Retina XDR Display | 24GB Unified Memory | 512GB SSD Storage | 12-core CPU | 16-core GPU | 16-core Neural Engine | MacOS | 1-Year Apple International Warranty)","रु 334,999.00",,
ASUS,Zephyrus Series,"ASUS ROG Zephyrus (2024) GA605WV-QP130W (AMD Ryzen AI 9 HX 370 Processor | 16GB RAM | 1TB SSD Storage | RTX 4060 8GB Graphics | 16"" 2.5K (2560 x 1600) 240Hz 100% DCI-P3 IPS Display | 2 Years Authorized Warranty & 1 Year Breakage Insurance)","रु 339,999.00",,
ASUS,ROG Strix Series,"ASUS ROG Strix G16 G614JIR (14th Generation Intel Core i9 14900HX Processor | 32GB RAM | 1TB SSD | RTX 4070 8GB Graphics | 16"" WQXGA (2560 x 1600) 240Hz 100% DCI-P3 IPS Display | 2 Years Warranty & 1 Year ASUS Perfect Warranty)","रु 339,999.00",,
Razer,,"Razer Blade 14 (AMD Ryzen 9 6900HX Processor | 16GB RAM | 1TB SSD | NVIDIA RTX 3070Ti Graphics | 14"" QHD 165Hz Display)","रु 340,000.00",,
Acer,Predator Series,Acer Predator Helios Neo 16 (Intel Core i9 14900HX Processor | 16GB RAM | 1TB SSD | NVIDIA GeForce RTX 4080 8GB Graphics Card | 16-inch WQXGA (2560 x 1600) 240Hz Display | 3 Years Warranty),"रु 347,999.00",,
Lenovo,,Lenovo IdeaPad Slim 3 15IRH8 (13th Gen Intel Core i5 13420H Processor | 16GB RAM | 512GB SSD | Intel UHD Graphics | 15.6″ FHD (1920 x 1080) Display | Fingerprint Reader | Backlit Keyboard | 1 Year Warranty),"रु 74,499.00",,
Acer,Aspire Series,"Acer Aspire 15 2024 (AMD Ryzen 5 8640HS Processor | 16GB DDR5 RAM | 512GB SSD | 15.6"" FHD (1920 x 1080) Display | Backlit Keyboard & Fingerprint Reader | 1 Year Warranty)","रु 77,999.00",,
Hewlett-Packard (HP),Victus,HP Victus 15 2023 (Intel Core i5 12450H Processor | 16GB RAM | 512GB Storage | NVIDIA RTX 3050 Graphics | 15.6″ FHD 144Hz Display | 1 Year Warranty),"रु 89,399.00",,
Acer,Swift Series,"Acer Swift Go 14 OLED (13th Generation Intel Core i5 13500H Processor | 16GB RAM | 512GB Gen4 SSD | 14-inch 2.8K (WQXGA+, 2880 x 1800) 90Hz OLED Display | Intel Iris Xe Graphics Card | Backlit Keyboard | Fingerprint Scanner)","रु 95,999.00",,
Lenovo,LOQ Series,Lenovo LOQ 15ARP9 (AMD Ryzen 7 7435HS Processor | 16GB RAM | 512GB SSD | NVIDIA GeForce RTX 4050 6GB Graphics Card | 15.6-inch FHD (1920 x 1080) 144Hz Display | 1 Year Warranty),"रु 129,000.00",,
Apple,MacBook Air,MacBook Air M4 2025 (13.6-inch (2560 x 1664) Liquid Retina Display | 16GB Memory | 256GB SSD Storage | 10-core CPU & 8-core GPU | 16-core Neural Engine | Backlit Magic Keyboard | Wi-Fi 6E & Bluetooth 5.3 | 2 Years Authorized Warranty & 1 Year Insurance),"रु 174,999.00",,
Lenovo,Legion Series,"Lenovo Legion 5 16IRX9 (14th Generation Intel Core i7 14650HX Processor | 16GB RAM | 512GB SSD | NVIDIA GeForce RTX 4060 8GB Graphics Card | 16"" WQXGA (2560 x 1600) 165Hz Display | 4-Zone RGB Backlit Keyboard | Windows 11 Home | 1 Year Warranty)","रु 186,999.00",,
Apple,,"Apple MacBook Pro 2023 (M2 Pro Chip | 16GB RAM | 512GB SSD | 12-Core CPU | 19-Core GPU | 16.2"" Retina XDR Display)","रु 365,000.00",,
Apple,,"Apple MacBook Pro 2023 (M2 Pro Chip | 16GB RAM | 1TB SSD | 12-Core CPU | 19-Core GPU | 14.2"" Retina XDR Display)","रु 375,000.00",,
Apple,,"Apple MacBook Pro 2023 (M2 Pro Chip | 16GB RAM | 1TB SSD | 12-Core CPU | 19-Core GPU | 16.2"" Retina XDR Display)","रु 380,000.00",,
Apple,MacBook Pro (M3 Pro Chip),Apple MacBook Pro 2023 M3 Chip Pro (14-inch Liquid Retina XDR Display | 18 GB Memory | 1 TB Storage | 12-Core CPU | 18-Core GPU | Magic Keyboard with Touch ID),"रु 380,000.00",,
Apple,MacBook Pro,"Apple MacBook Pro M4 Pro Chip (14.2"" (3024 x 1964) Liquid Retina XDR Display | 24GB Unified Memory | 1TB SSD Storage | 14-core CPU | 20-core GPU | 16-core Neural Engine | MacOS | 1 Year Apple International Warranty)","रु 389,000.00",,
DELL,XPS,Dell XPS 15 9530 (Intel Core i7 - 13700H Processor | 32GB RAM | 1TB SSD | NVIDIA RTX 4050 6GB| 3.5K OLED Touch | Backlit Keyboard),"रु 395,000.00",,
Lenovo,Legion Series,"Lenovo Legion Pro 7 16IRX9H (14th Gen Intel Core i9 14900HX Processor | 32GB RAM | 1 TB SSD | NVIDIA GeForce RTX 4080 12GB Graphics Card | 16"" WQXGA (2560 x 1600) 240Hz 100% DCI-P3 IPS Display | Per-Key RGB Keyboard | 1 Year Warranty)","रु 414,999.00",,
Dell,XPS Series,"Dell XPS 14 9440 (Intel Core Ultra 7 155H Processor | 32GB RAM | 1TB SSD | RTX 4050 6GB Graphics Card | 14.5"" 3.2K (3200 x 2000) OLED Display | MS Office | Backlit Keyboard & Fingerprint Reader | 2 Years Authorized Warranty)","रु 440,999.00",,
Apple,,"Apple MacBook Pro 2023 (M2 Pro Chip | 32GB RAM | 1TB SSD | 12-Core CPU | 30-Core GPU | 14.2"" Retina XDR Display)","रु 468,000.00",,
ASUS,ZENBOOK,"Asus Zenbook 17 Fold OLED UX9702 (Intel Core i7 1250U Processor | 16GB RAM | 1TB SSD | Intel Iris Xe Graphics | 17.3"" 2.5K OLED Foldable Touchscreen Display)","रु 535,000.00",,
Apple,MacBook Pro,"Apple MacBook Pro M4 Max Chip (14.2"" (3024 x 1964) Liquid Retina XDR Display | 36GB Unified Memory | 1TB SSD Storage | 14-core CPU | 32-core GPU | 16-core Neural Engine | MacOS | 1-Year Apple International Warranty)","रु 545,000.00",,
Lenovo,Legion Series,"Lenovo Legion 9 16IRX9 (14th Generation Intel Core i9 14900HX Processor | 32GB DDR5 RAM | 2TB SSD Storage | NVIDIA GeForce RTX 4090 16GB Graphics | 16"" 3.2K (3200 x 2000) 165Hz 100% DCI-P3 Mini-LED Display | Per Key RGB Keyboard | 1 Year Warranty)","रु 569,999.00",,
ASUS,ROG Strix Series,"ASUS ROG Strix Scar 18 (Intel Core i9 14900HX Processor | 32GB RAM | 1TB SSD | NVIDIA GeForce RTX 4090 16GB Graphics Card | 18-inch ROG Nebula HDR 2.5K (2560 x 1600, WQXGA) 240Hz Display | 2 Years ASUS Authorized Warranty | Per-Key RGB)","रु 605,000.00",,
Acer,Nitro Series,Acer Nitro V 15 2024 (AMD Ryzen 5 7535HS Processor | 16GB RAM | 512GB SSD | NVIDIA GeForce RTX 2050 4GB Graphics Card | 15.6-inch FHD (1920 x 1080) 144Hz Display | 1 Year Warranty),"रु 88,999.00",,
